,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,antecedent_len
101,"frozenset({'citrus fruit', 'root vegetables'})",frozenset({'other vegetables'}),0.017691916624300967,0.1934926283680732,0.010371123538383325,0.5862068965517241,3.0296084222733612,0.006947868089878522,1.9490594814438227,2
128,"frozenset({'root vegetables', 'tropical fruit'})",frozenset({'other vegetables'}),0.021047280122013217,0.1934926283680732,0.012302999491611592,0.5845410628019324,3.020999134344196,0.008230505940804154,1.941244487532661,2
106,"frozenset({'yogurt', 'curd'})",frozenset({'whole milk'}),0.01728520589730554,0.25551601423487547,0.010066090493136757,0.5823529411764706,2.27912502048173,0.005649443577028081,1.7825672898601574,2
99,"frozenset({'other vegetables', 'butter'})",frozenset({'whole milk'}),0.020030503304524657,0.25551601423487547,0.011489578037620742,0.5736040609137055,2.2448849737709087,0.0063714636701301,1.7459922047110656,2
159,"frozenset({'root vegetables', 'tropical fruit'})",frozenset({'whole milk'}),0.021047280122013217,0.25551601423487547,0.011997966446365024,0.570048309178744,2.230969009459987,0.006620049319103283,1.7315526410492226,2
161,"frozenset({'yogurt', 'root vegetables'})",frozenset({'whole milk'}),0.025826131164209457,0.25551601423487547,0.014539908490086425,0.562992125984252,2.2033535849801504,0.00794091839190052,1.7035939854445192,2
109,"frozenset({'other vegetables', 'domestic eggs'})",frozenset({'whole milk'}),0.02226741230299949,0.25551601423487547,0.012302999491611592,0.5525114155251142,2.1623357627097084,0.006613319052624533,1.663693804924105,2
169,"frozenset({'whipped/sour cream', 'yogurt'})",frozenset({'whole milk'}),0.02074224707676665,0.25551601423487547,0.010879511947127605,0.5245098039215685,2.0527472827571134,0.0055795356477971935,1.5657188978977874,2
152,"frozenset({'rolls/buns', 'root vegetables'})",frozenset({'whole milk'}),0.024300965937976614,0.25551601423487547,0.012709710218607015,0.5230125523012552,2.04688756541299,0.006500424260077759,1.5608041455953048,2
115,"frozenset({'other vegetables', 'pip fruit'})",frozenset({'whole milk'}),0.026131164209456024,0.25551601423487547,0.013523131672597865,0.5175097276264592,2.0253514409893456,0.006846200746480632,1.543003099529331,2
166,"frozenset({'yogurt', 'tropical fruit'})",frozenset({'whole milk'}),0.029283172343670564,0.25551601423487547,0.015149974580579562,0.517361111111111,2.0247698081089442,0.007667655099171922,1.5425279705061572,2
149,"frozenset({'yogurt', 'other vegetables'})",frozenset({'whole milk'}),0.04341637010676157,0.25551601423487547,0.02226741230299949,0.5128805620608898,2.0072345116867694,0.01117383446077358,1.528339720777443,2
145,"frozenset({'whipped/sour cream', 'other vegetables'})",frozenset({'whole milk'}),0.02887646161667514,0.25551601423487547,0.014641586171835282,0.5070422535211268,1.9843854211620697,0.007263187794336082,1.5102389425521097,2
119,"frozenset({'rolls/buns', 'root vegetables'})",frozenset({'other vegetables'}),0.024300965937976614,0.1934926283680732,0.012201321809862735,0.502092050209205,2.5948898128258175,0.0074992640386406205,1.61979211613471,2
133,"frozenset({'yogurt', 'root vegetables'})",frozenset({'other vegetables'}),0.025826131164209457,0.1934926283680732,0.012913065582104729,0.5,2.5840777719390435,0.007915899582563234,1.6130147432638535,2
111,"frozenset({'other vegetables', 'fruit/vegetable juice'})",frozenset({'whole milk'}),0.021047280122013217,0.25551601423487547,0.01047280122013218,0.4975845410628019,1.9473712540201578,0.00509488409287044,1.4818094716671228,2
146,"frozenset({'yogurt', 'whipped/sour cream'})",frozenset({'other vegetables'}),0.02074224707676665,0.1934926283680732,0.010167768174885612,0.4901960784313725,2.5334095803323953,0.006154296269742049,1.5819952289703176,2
131,"frozenset({'other vegetables', 'root vegetables'})",frozenset({'whole milk'}),0.047381799694966954,0.25551601423487547,0.023182511438739197,0.4892703862660944,1.9148325702057454,0.011075702833406004,1.4576871317922186,2
140,"frozenset({'other vegetables', 'tropical fruit'})",frozenset({'whole milk'}),0.035892221657346214,0.25551601423487547,0.01708185053380783,0.47592067988668557,1.862586504849006,0.00791081311388805,1.4205559295950754,2
104,"frozenset({'yogurt', 'citrus fruit'})",frozenset({'whole milk'}),0.021657346212506354,0.25551601423487547,0.010269445856634469,0.47417840375586856,1.855767847568232,0.004735647073510069,1.4158490086426028,2
130,"frozenset({'whole milk', 'root vegetables'})",frozenset({'other vegetables'}),0.048906964921199794,0.1934926283680732,0.023182511438739197,0.47401247401247404,2.4497701954349353,0.013719374250631092,1.5333203389523984,2
117,"frozenset({'other vegetables', 'pork'})",frozenset({'whole milk'}),0.021657346212506354,0.25551601423487547,0.010167768174885612,0.4694835680751174,1.837393908483398,0.004633969391761212,1.4033193713979781,2
113,"frozenset({'other vegetables', 'pastry'})",frozenset({'whole milk'}),0.02257244534824606,0.25551601423487547,0.010574478901881037,0.46846846846846846,1.8334211648974879,0.004806857634962648,1.400639363049641,2
116,"frozenset({'whole milk', 'pork'})",frozenset({'other vegetables'}),0.022165734621250637,0.1934926283680732,0.010167768174885612,0.45871559633027514,2.370713552237654,0.0058788619233106285,1.4899881950488136,2
144,"frozenset({'whipped/sour cream', 'whole milk'})",frozenset({'other vegetables'}),0.032231825114387394,0.1934926283680732,0.014641586171835282,0.4542586750788643,2.3476794899635474,0.008404965613352394,1.4778198659382702,2
156,"frozenset({'yogurt', 'rolls/buns'})",frozenset({'whole milk'}),0.03436705643111337,0.25551601423487547,0.015556685307574987,0.45266272189349116,1.7715630202238302,0.006775352027311856,1.360192363181687,2
103,"frozenset({'citrus fruit', 'other vegetables'})",frozenset({'whole milk'}),0.02887646161667514,0.25551601423487547,0.013014743263853584,0.45070422535211263,1.7638981521440618,0.005636344886354384,1.3553426407518934,2
114,"frozenset({'whole milk', 'pip fruit'})",frozenset({'other vegetables'}),0.030096593797661414,0.1934926283680732,0.013523131672597865,0.44932432432432434,2.3221779977560324,0.007699662633762108,1.4645778036996953,2
154,"frozenset({'rolls/buns', 'tropical fruit'})",frozenset({'whole milk'}),0.024605998983223184,0.25551601423487547,0.010981189628876462,0.4462809917355372,1.7465871682128962,0.004693962842415875,1.3445158548892548,2
97,"frozenset({'bottled water', 'other vegetables'})",frozenset({'whole milk'}),0.024809354346720894,0.25551601423487547,0.010777834265378749,0.4344262295081967,1.7001917895794327,0.004438646926963943,1.316334003816597,2
102,"frozenset({'whole milk', 'citrus fruit'})",frozenset({'other vegetables'}),0.030503304524656837,0.1934926283680732,0.013014743263853584,0.42666666666666664,2.2050796987213173,0.007112578697465992,1.4066989040091744,2
138,"frozenset({'other vegetables', 'soda'})",frozenset({'whole milk'}),0.032740213523131674,0.25551601423487547,0.013929842399593289,0.42546583850931674,1.6651239640824234,0.005564193534963914,1.2958045590074059,2
142,"frozenset({'yogurt', 'tropical fruit'})",frozenset({'other vegetables'}),0.029283172343670564,0.1934926283680732,0.012302999491611592,0.4201388888888889,2.171343127809891,0.006636921507879504,1.390863012155658,2
122,"frozenset({'rolls/buns', 'other vegetables'})",frozenset({'whole milk'}),0.042602948652770714,0.25551601423487547,0.017895271987798677,0.4200477326968974,1.6439193995519241,0.007009536353389646,1.2836987244262847,2
98,"frozenset({'whole milk', 'butter'})",frozenset({'other vegetables'}),0.02755465175394001,0.1934926283680732,0.011489578037620742,0.4169741697416974,2.154987367004516,0.006157956045983951,1.3833132766598235,2
108,"frozenset({'whole milk', 'domestic eggs'})",frozenset({'other vegetables'}),0.029994916115912557,0.1934926283680732,0.012302999491611592,0.41016949152542376,2.119819731556775,0.006499204334663794,1.3673544519047034,2
139,"frozenset({'whole milk', 'tropical fruit'})",frozenset({'other vegetables'}),0.04229791560752415,0.1934926283680732,0.01708185053380783,0.4038461538461539,2.087139738873843,0.008897515668417037,1.3528510749954903,2
148,"frozenset({'yogurt', 'whole milk'})",frozenset({'other vegetables'}),0.05602440264361973,0.1934926283680732,0.02226741230299949,0.39745916515426494,2.0541307878571704,0.01142710338273428,1.3385107282204567,2
110,"frozenset({'whole milk', 'fruit/vegetable juice'})",frozenset({'other vegetables'}),0.026639552618200304,0.1934926283680732,0.01047280122013218,0.3931297709923664,2.0317558054177214,0.005318244165487017,1.3289618325004078,2
107,"frozenset({'whole milk', 'curd'})",frozenset({'yogurt'}),0.026131164209456024,0.13950177935943062,0.010066090493136757,0.3852140077821012,2.761355514968633,0.0064207465891841725,1.3996711563583943,2
163,"frozenset({'yogurt', 'soda'})",frozenset({'whole milk'}),0.027351296390442297,0.25551601423487547,0.01047280122013218,0.38289962825278806,1.4985347568110507,0.003484106982289628,1.2064228444025211,2
136,"frozenset({'sausage', 'other vegetables'})",frozenset({'whole milk'}),0.026944585663446874,0.25551601423487547,0.010167768174885612,0.3773584905660377,1.4768486887055234,0.0032829950409514986,1.1956864013803514,2
100,"frozenset({'citrus fruit', 'other vegetables'})",frozenset({'root vegetables'}),0.02887646161667514,0.10899847483477376,0.010371123538383325,0.3591549295774648,3.295045459323103,0.007223633263540849,1.3903540282798035,2
167,"frozenset({'whole milk', 'tropical fruit'})",frozenset({'yogurt'}),0.04229791560752415,0.13950177935943062,0.015149974580579562,0.3581730769230769,2.5675161891679745,0.009249340090134912,1.3407013475148946,2
147,"frozenset({'whipped/sour cream', 'other vegetables'})",frozenset({'yogurt'}),0.02887646161667514,0.13950177935943062,0.010167768174885612,0.352112676056338,2.524073009485484,0.0061394503977551295,1.3281602970756614,2
137,"frozenset({'whole milk', 'soda'})",frozenset({'other vegetables'}),0.040061006609049314,0.1934926283680732,0.013929842399593289,0.3477157360406091,1.7970490089119235,0.0061783329357375846,1.236435425770347,2
143,"frozenset({'other vegetables', 'tropical fruit'})",frozenset({'yogurt'}),0.035892221657346214,0.13950177935943062,0.012302999491611592,0.34277620396600567,2.4571457478175405,0.007295970705248703,1.30929255123328,2
127,"frozenset({'other vegetables', 'tropical fruit'})",frozenset({'root vegetables'}),0.035892221657346214,0.10899847483477376,0.012302999491611592,0.34277620396600567,3.144779819035136,0.008390802072529218,1.355704906824676,2
135,"frozenset({'whole milk', 'sausage'})",frozenset({'other vegetables'}),0.0298932384341637,0.1934926283680732,0.010167768174885612,0.3401360544217687,1.7578760353326826,0.004383646899825772,1.2222328209267344,2
168,"frozenset({'whipped/sour cream', 'whole milk'})",frozenset({'yogurt'}),0.032231825114387394,0.13950177935943062,0.010879511947127605,0.3375394321766561,2.419606643919397,0.00638311499166858,1.2989425521098117,2
105,"frozenset({'whole milk', 'citrus fruit'})",frozenset({'yogurt'}),0.030503304524656837,0.13950177935943062,0.010269445856634469,0.33666666666666667,2.4133503401360543,0.006014180599102269,1.2972334984531195,2
123,"frozenset({'yogurt', 'rolls/buns'})",frozenset({'other vegetables'}),0.03436705643111337,0.1934926283680732,0.011489578037620742,0.334319526627219,1.7278153149651596,0.004839805959490723,1.2115532960515167,2
112,"frozenset({'whole milk', 'pastry'})",frozenset({'other vegetables'}),0.033248601931875954,0.1934926283680732,0.010574478901881037,0.3180428134556575,1.6436947295514406,0.004141119524518562,1.182636370061166,2
121,"frozenset({'whole milk', 'rolls/buns'})",frozenset({'other vegetables'}),0.05663446873411286,0.1934926283680732,0.017895271987798677,0.31597845601436264,1.6330258091966665,0.006936919776205716,1.1790672073464126,2
96,"frozenset({'whole milk', 'bottled water'})",frozenset({'other vegetables'}),0.03436705643111337,0.1934926283680732,0.010777834265378749,0.3136094674556213,1.6207825078434237,0.00412806218724873,1.174997808670652,2
129,"frozenset({'whole milk', 'other vegetables'})",frozenset({'root vegetables'}),0.07483477376715811,0.10899847483477376,0.023182511438739197,0.30978260869565216,2.84208204899416,0.015025635233513626,1.2908998474834772,2
150,"frozenset({'whole milk', 'other vegetables'})",frozenset({'yogurt'}),0.07483477376715811,0.13950177935943062,0.02226741230299949,0.2975543478260869,2.132978870896184,0.011827828204520493,1.225003269615975,2
132,"frozenset({'yogurt', 'other vegetables'})",frozenset({'root vegetables'}),0.04341637010676157,0.10899847483477376,0.012913065582104729,0.297423887587822,2.728697700024468,0.008180747457605653,1.2681921708185053,2
162,"frozenset({'whole milk', 'root vegetables'})",frozenset({'yogurt'}),0.048906964921199794,0.13950177935943062,0.014539908490086425,0.2972972972972973,2.1311362382790953,0.007717299860509798,1.2245551601423488,2
118,"frozenset({'rolls/buns', 'other vegetables'})",frozenset({'root vegetables'}),0.042602948652770714,0.10899847483477376,0.012201321809862735,0.2863961813842482,2.6275246678302997,0.007557665383246548,1.2485941105158187,2
158,"frozenset({'whole milk', 'tropical fruit'})",frozenset({'root vegetables'}),0.04229791560752415,0.10899847483477376,0.011997966446365024,0.2836538461538462,2.602365276980483,0.007387558156454918,1.2438142096266247,2
141,"frozenset({'yogurt', 'other vegetables'})",frozenset({'tropical fruit'}),0.04341637010676157,0.10493136756481952,0.012302999491611592,0.28337236533957844,2.700549625111196,0.007747260401608751,1.2490010001628171,2
155,"frozenset({'yogurt', 'whole milk'})",frozenset({'rolls/buns'}),0.05602440264361973,0.18393492628368074,0.015556685307574987,0.2776769509981851,1.5096477684174407,0.005251840937233543,1.1297785317027436,2
157,"frozenset({'whole milk', 'rolls/buns'})",frozenset({'yogurt'}),0.05663446873411286,0.13950177935943062,0.015556685307574987,0.2746858168761221,1.9690488403619975,0.007656076146090204,1.1863799725168247,2
134,"frozenset({'other vegetables', 'root vegetables'})",frozenset({'yogurt'}),0.047381799694966954,0.13950177935943062,0.012913065582104729,0.27253218884120173,1.9536108434790225,0.006303220215404711,1.1828677605265645,2
165,"frozenset({'yogurt', 'whole milk'})",frozenset({'tropical fruit'}),0.05602440264361973,0.10493136756481952,0.015149974580579562,0.2704174228675136,2.5770885212228642,0.009271257394182454,1.2268229265467274,2
125,"frozenset({'rolls/buns', 'other vegetables'})",frozenset({'yogurt'}),0.042602948652770714,0.13950177935943062,0.011489578037620742,0.26968973747016706,1.9332351078856362,0.00554639089460077,1.178263903426139,2
124,"frozenset({'yogurt', 'other vegetables'})",frozenset({'rolls/buns'}),0.04341637010676157,0.18393492628368074,0.011489578037620742,0.26463700234192034,1.4387534096366978,0.003503791202528552,1.1097445429199628,2
164,"frozenset({'whole milk', 'soda'})",frozenset({'yogurt'}),0.040061006609049314,0.13950177935943062,0.01047280122013218,0.26142131979695427,1.873964052626126,0.004884219515239891,1.1650731922075062,2
151,"frozenset({'whole milk', 'root vegetables'})",frozenset({'rolls/buns'}),0.048906964921199794,0.18393492628368074,0.012709710218607015,0.2598752598752599,1.412865218835368,0.003714011231067571,1.1026047765661504,2
126,"frozenset({'other vegetables', 'root vegetables'})",frozenset({'tropical fruit'}),0.047381799694966954,0.10493136756481952,0.012302999491611592,0.25965665236051505,2.4745379612070404,0.007331162451936361,1.20899125424578,2
153,"frozenset({'whole milk', 'tropical fruit'})",frozenset({'rolls/buns'}),0.04229791560752415,0.18393492628368074,0.010981189628876462,0.25961538461538464,1.4114523536165327,0.0032011256396531585,1.102217761902561,2
160,"frozenset({'yogurt', 'whole milk'})",frozenset({'root vegetables'}),0.05602440264361973,0.10899847483477376,0.014539908490086425,0.2595281306715063,2.3810253406289785,0.008433334048402609,1.2032888244265676,2
120,"frozenset({'other vegetables', 'root vegetables'})",frozenset({'rolls/buns'}),0.047381799694966954,0.18393492628368074,0.012201321809862735,0.2575107296137339,1.4000099644837327,0.003486153975780861,1.0990934229820948,2
